Date;Time;Temp_C;Hum;Press_Bar;TempCabine_C;Charge;SR_Wm2;WindPeak_ms;WindSpeed_Inst;WindSpeed_Avg;WindDir_Inst;WindDir_Avg
01/09/2024;00:00;19.54;57.72;1018.88;18.12;13.11;0;5.04;4.14;4.71;339;338
01/09/2024;00:10;19.14;57.67;1018.79;18.37;13.09;0;4.6;5.31;3.77;321;326
01/09/2024;00:20;18.71;59.62;1018.78;18.25;13.09;0;2.63;2.28;2.63;337;338
01/09/2024;00:30;17.95;65.52;1018.72;17.87;13.1;0;0.16;0.14;0.14;283;282
01/09/2024;00:40;18.32;66.51;1018.6;17.37;13.09;0;3.4;3.04;3.64;336;320
01/09/2024;00:50;19.38;58.48;1018.59;17.37;13.09;0;2.08;0.83;1.85;15;79
01/09/2024;01:00;18.55;61.37;1018.49;17.37;13.08;0;1.81;1.17;1.05;327;257
01/09/2024;01:10;19;60.81;1018.27;17;13.08;0;3.23;3.73;2.53;290;278
01/09/2024;01:20;19.24;58.94;1018.25;17.12;13.07;0;2.52;2.97;2.4;259;274
01/09/2024;01:30;19.77;58.46;1018.12;17.37;13.05;0;3.62;4.62;3.93;317;316
01/09/2024;01:40;19.59;62.43;1017.95;17.87;13.07;0;3.23;2.76;3.31;308;296
01/09/2024;01:50;19.21;60.33;1017.95;18.12;13.05;0;2.85;1.73;1.96;262;269
01/09/2024;02:00;18.44;57.61;1017.84;17.87;13.05;0;1.53;1.73;1.55;201;222
01/09/2024;02:10;18.06;62.5;1017.73;17.62;13.05;0;1.31;0.07;0.83;270;214
01/09/2024;02:20;18.81;59.06;1017.66;17.25;13.04;0;1.48;1.38;1.08;308;308
01/09/2024;02:30;20.19;52.46;1017.6;17.25;13.06;0;3.4;3.38;3.53;313;309
01/09/2024;02:40;20.06;50.63;1017.47;17.75;13.04;0;2.9;2.55;2.95;285;309
01/09/2024;02:50;19.69;48.88;1017.41;18.12;13.05;0;4.05;2.97;3.28;289;276
01/09/2024;03:00;17.6;65.95;1017.39;18;13.04;0;1.97;0.97;1.78;186;169
01/09/2024;03:10;17.23;66.76;1017.37;17.37;13.04;0;1.7;2.14;1.19;151;151
01/09/2024;03:20;18.62;61.32;1017.27;17;13.04;0;2.19;0.21;2.11;179;282
01/09/2024;03:30;17.88;68.16;1017.42;17.12;13.04;0;2.14;1.66;1.11;202;242
01/09/2024;03:40;18.47;62.2;1017.25;16.87;13.03;0;2.79;0.97;1.64;318;292
01/09/2024;03:50;16.72;75.22;1017.41;16.62;13.01;0;1.53;0.21;0.73;317;244
01/09/2024;04:00;16.84;70.69;1017.46;16.25;13.02;0;2.19;1.1;1.21;171;175
01/09/2024;04:10;16.39;72.35;1017.62;16.12;13.01;0;1.42;0.55;1.21;129;138
01/09/2024;04:20;16.47;73.25;1017.76;15.88;13.02;0;1.15;0.69;0.44;34;184
01/09/2024;04:30;16.27;75.68;1017.86;15.63;13;0;1.31;0.14;0.68;130;138
01/09/2024;04:40;16.39;78.38;1017.89;15.25;12.98;0;1.31;0.48;1.07;263;280
01/09/2024;04:50;15.96;87.48;1017.98;15.13;13;0;1.92;2.35;2.19;181;161
01/09/2024;05:00;16.01;85.46;1018.13;15.25;12.97;0;1.37;0.48;1.22;156;157
01/09/2024;05:10;15.94;85.43;1018.22;15.13;12.97;0;1.92;1.73;1.69;172;172
01/09/2024;05:20;15.95;87.46;1018.28;15.13;12.96;0;0.99;1.1;0.47;233;201
01/09/2024;05:30;15.9;87.8;1018.43;15;12.96;0;1.75;0.62;1.51;202;206
01/09/2024;05:40;15.85;89.42;1018.56;15;12.95;0;1.53;1.93;1.31;216;204
01/09/2024;05:50;15.52;91.62;1018.77;15.13;12.93;0;2.19;1.93;1.85;185;185
01/09/2024;06:00;15.57;89.71;1018.91;15.13;12.93;0;0.71;0.41;0.58;155;154
01/09/2024;06:10;15.71;89.68;1019.13;14.87;12.93;0;1.53;1.93;1.49;227;219
01/09/2024;06:20;15.94;88.82;1019.14;14.87;12.92;0;1.81;1.45;1.03;274;273
01/09/2024;06:30;15.68;91.56;1019.25;15;12.93;0;1.7;1.66;1.53;254;249
01/09/2024;06:40;16.6;86.62;1019.35;16.37;12.99;27.73;0.71;0.76;0.45;21;142
01/09/2024;06:50;17.09;84.37;1019.39;18.87;13.01;60.8;0.88;0.55;0.6;297;320
01/09/2024;07:00;16.75;85.61;1019.57;21.5;13.05;91.97;1.1;0.35;0.18;242;243
01/09/2024;07:10;16.6;87.34;1019.85;23.38;13.17;127.77;1.26;1.1;1.37;191;196
01/09/2024;07:20;16.63;87.21;1019.85;24.87;13.33;162.2;1.59;1.59;1.47;203;196
01/09/2024;07:30;17.63;83.62;1019.85;26.25;13.48;199.87;0.88;0.14;0.47;218;238
01/09/2024;07:40;17.75;82.17;1019.9;27.87;13.56;235.2;1.81;0;0.39;209;199
01/09/2024;07:50;17.68;81.72;1019.99;29;13.55;269.2;0.99;0.97;1.04;140;147
01/09/2024;08:00;18.12;72.79;1020.11;28;13.62;231.53;3.51;4.42;3.45;142;132
01/09/2024;08:10;17.97;68.9;1020.33;26.75;13.63;339.8;2.85;3.04;3.03;142;145
01/09/2024;08:20;18.86;65.91;1020.37;27.5;13.65;372.5;2.47;2.48;2;149;166
01/09/2024;08:30;18.73;64.25;1020.61;28;13.76;408.17;2.79;2.76;2.86;160;161
01/09/2024;08:40;20.23;58.76;1020.61;28.75;13.78;440.8;1.37;0;0.94;175;163
01/09/2024;08:50;23.17;50.49;1020.72;30.75;13.85;471.13;2.19;0.07;0.66;24;237
01/09/2024;09:00;21.86;52.9;1020.77;32;13.89;502.7;1.75;1.66;1.32;187;160
01/09/2024;09:10;22.57;50.26;1020.74;32;13.85;533.47;0.99;0.83;0.15;294;173
01/09/2024;09:20;23.02;46.41;1020.82;33.13;13.87;562.9;1.75;0.97;1.31;306;324
01/09/2024;09:30;23.37;47.3;1020.82;33.5;13.87;588.2;3.01;0.83;2.2;333;312
01/09/2024;09:40;22.86;48.08;1020.74;33.38;13.87;614.13;3.29;3.66;3.35;321;304
01/09/2024;09:50;22.61;46.13;1020.77;32.88;13.87;640.33;3.73;3.8;4.22;302;297
01/09/2024;10:00;23.63;43.02;1020.77;32.38;13.9;662.13;3.94;3.66;3.8;281;284
01/09/2024;10:10;24.19;39.77;1020.67;32.25;13.9;683.3;4.33;3.59;3.14;311;307
01/09/2024;10:20;24.02;39.91;1020.59;32.75;13.9;702.5;3.56;3.8;3.59;304;317
01/09/2024;10:30;25.9;35.86;1020.47;33.13;13.9;720.97;3.62;2.76;3.78;352;319
01/09/2024;10:40;25.18;36.6;1020.25;33.38;13.9;737.67;3.12;1.17;2.32;348;209
01/09/2024;10:50;25.63;35.48;1020.18;33.75;13.92;755.4;3.78;2.9;2.95;357;203
01/09/2024;11:00;26.6;32.93;1019.93;33.88;13.92;768.57;3.51;2.69;2.9;359;178
01/09/2024;11:10;26.29;31.39;1019.61;33.75;13.92;782.6;3.23;3.45;2.92;0;290
01/09/2024;11:20;27.01;28.26;1019.61;33.63;13.9;794.7;4.22;3.11;3.89;348;331
01/09/2024;11:30;28.09;27.15;1019.44;33.75;13.92;801.43;4;3.66;3.33;322;296
01/09/2024;11:40;29.56;25.88;1019.16;34;13.92;810.9;3.23;3.24;2.84;342;303
01/09/2024;11:50;27.67;27.13;1018.98;33.88;13.94;814.57;4.11;4.07;4.06;20;235
01/09/2024;12:00;29.11;27.24;1018.83;33.38;13.92;817.83;3.45;3.45;3.13;329;301
01/09/2024;12:10;29.62;24.47;1018.7;33.25;13.92;819.3;3.67;2.83;2.99;334;323
01/09/2024;12:20;29.35;23.08;1018.54;33.63;13.93;807.87;2.85;2.97;2.53;289;292
01/09/2024;12:30;29.86;22.28;1018.43;34.13;13.93;812.27;5.04;6.07;2.2;242;247
01/09/2024;12:40;28.43;22.34;1018.14;34;13.92;805.53;8.11;6.42;7.81;201;212
01/09/2024;12:50;28.8;20.82;1017.96;33.38;13.92;796.8;4.49;6.07;4.52;312;249
01/09/2024;13:00;29.07;20.04;1017.87;33.25;13.92;788.67;4.33;3.11;3.68;225;218
01/09/2024;13:10;29.06;21.19;1017.66;33.5;13.92;776.5;6.74;7.52;7.26;215;213
01/09/2024;13:20;29.22;20.61;1017.38;33.38;13.94;761.37;6.08;6.63;4.59;146;168
01/09/2024;13:30;29.03;20.62;1017.25;33.13;13.93;748.3;6.41;4.07;5.88;173;168
01/09/2024;13:40;29.39;20.44;1017.01;33.38;13.94;727.93;5.97;4.21;5.02;185;179
01/09/2024;13:50;29.52;20.2;1016.92;34;13.94;709.47;5.75;5.25;5;174;165
01/09/2024;14:00;29.79;18.83;1016.7;33.75;13.94;687.43;5.26;4.42;4.93;127;141
01/09/2024;14:10;30.1;19.22;1016.44;33.5;13.94;669.53;3.07;3.04;1.55;175;179
01/09/2024;14:20;29.68;22.26;1016.3;33.75;13.94;647.67;5.7;7.11;5.44;156;163
01/09/2024;14:30;32.09;18.54;1016.28;33.88;13.93;626.33;2.68;0.9;1.83;186;247
01/09/2024;14:40;31.45;16.73;1016.09;34.63;13.93;595.73;4.6;4.69;3.81;130;118
01/09/2024;14:50;31.1;17.01;1015.97;34.38;13.92;574.43;3.18;3.11;3.23;256;276
01/09/2024;15:00;30.74;17.08;1015.94;34.63;13.93;540.77;4.33;3.11;3.74;217;227
01/09/2024;15:10;30.67;19.48;1015.92;35;13.92;503.4;3.73;3.59;3.63;300;327
01/09/2024;15:20;29.58;19.17;1015.77;34.75;13.92;479.4;3.67;4.35;3.42;358;313
01/09/2024;15:30;30.56;18.81;1015.74;34.38;13.95;445.23;1.81;2.14;1.47;29;208
01/09/2024;15:40;31.51;15.88;1015.68;34.38;13.93;408.67;4.6;2.21;3.79;159;135
01/09/2024;15:50;32.13;18.03;1015.54;34.25;13.92;372.93;1.97;0.62;1.11;283;204
01/09/2024;16:00;30.14;19.49;1015.65;34.13;13.92;334.87;4.16;3.59;4.41;329;323
01/09/2024;16:10;30.25;19.48;1015.62;33.63;13.92;296.27;2.36;2;2.24;321;332
01/09/2024;16:20;29.67;21.96;1015.61;33.63;13.93;262.67;3.07;3.87;3.36;310;306
01/09/2024;16:30;29.54;22.31;1015.68;33;13.92;215.1;4.38;5.45;5.02;328;325
01/09/2024;16:40;29.29;22.85;1015.73;32.5;13.92;179.8;6.41;8.08;6.42;309;311
01/09/2024;16:50;29;23.69;1015.64;32;13.93;151.07;5.42;6.28;5.92;329;328
01/09/2024;17:00;28.83;25.11;1015.79;31.5;13.92;111.8;5.75;6.14;6.53;323;323
01/09/2024;17:10;28.98;24.17;1015.76;31;13.9;81.03;5.53;6.07;6.3;336;333
01/09/2024;17:20;28.06;27.19;1015.75;30.62;13.91;45.63;6.52;8.01;7.4;327;325
01/09/2024;17:30;28.75;23.12;1015.63;29.87;13.52;9.67;6.35;7.32;7.31;336;335
01/09/2024;17:40;27.75;30.55;1015.77;29.5;13.33;0;5.75;4.35;5.43;1;331
01/09/2024;17:50;27.4;28.94;1015.72;28.75;13.23;0;6.03;6.14;6.81;349;341
01/09/2024;18:00;26.05;38.52;1015.77;28;13.23;0;6.9;8.15;7.25;337;339
01/09/2024;18:10;25.55;39.96;1015.92;27.25;13.22;0;7.01;4.56;5.56;359;229
01/09/2024;18:20;25.09;45.79;1015.84;26.5;13.21;0;6.08;6.35;6.91;338;338
01/09/2024;18:30;24.91;44.89;1016;25.75;13.22;0;5.75;5.8;5.73;350;319
01/09/2024;18:40;25.77;34.13;1015.89;25.5;13.2;0;6.46;7.66;7.23;341;342
01/09/2024;18:50;25.66;35.62;1016.05;25.5;13.2;0;7.34;7.25;7.54;344;333
01/09/2024;19:00;24.97;34.8;1016.15;25.37;13.18;0;4.99;4.76;4.88;181;335
01/09/2024;19:10;24.83;40.6;1016.1;25.37;13.19;0;6.19;5.04;5.72;341;338
01/09/2024;19:20;24.31;46.9;1016.27;25;13.19;0;4.55;5.45;4.79;340;339
01/09/2024;19:30;23.96;44.46;1016.32;24.5;13.18;0;5.15;3.87;5.17;335;326
01/09/2024;19:40;23.57;45.51;1016.48;24;13.19;0;3.62;2.42;2.74;13;232
01/09/2024;19:50;24.62;32.97;1016.41;23.75;13.18;0;4.38;4.62;2.73;325;322
01/09/2024;20:00;25.92;28.86;1016.42;23.87;13.18;0;4.6;5.11;4.69;341;315
01/09/2024;20:10;24.95;31.06;1016.51;24.25;13.18;0;4.55;4.76;4.13;331;335
01/09/2024;20:20;24.76;34.31;1016.52;24.12;13.18;0;5.64;6.35;5.98;343;336
01/09/2024;20:30;25.21;31.12;1016.71;24.25;13.18;0;5.64;6.63;5.46;334;346
01/09/2024;20:40;21.46;66.65;1016.98;23.87;13.18;0;4.71;5.66;5.17;155;154
01/09/2024;20:50;22.01;59;1017.14;22.87;13.18;0;4.38;4.9;5.04;141;142
01/09/2024;21:00;21.37;60.98;1017.28;22.5;13.18;0;3.83;4.14;4.13;158;153
01/09/2024;21:10;21.14;61.71;1017.3;22;13.18;0;3.4;3.24;3.54;141;137
01/09/2024;21:20;20.81;64.36;1017.42;21.62;13.17;0;2.63;3.11;2.74;150;147
01/09/2024;21:30;20.57;68.21;1017.39;21.25;13.17;0;3.23;3.8;3.6;140;140
01/09/2024;21:40;20.62;68.18;1017.41;21;13.16;0;5.04;4.97;5.12;153;156
01/09/2024;21:50;20.37;69.01;1017.49;20.88;13.17;0;3.01;3.04;2.84;168;164
01/09/2024;22:00;20.32;64.3;1017.5;20.62;13.15;0;3.78;4.42;4.41;135;137
01/09/2024;22:10;20.18;64.94;1017.65;20.5;13.16;0;3.23;3.04;3.49;135;136
01/09/2024;22:20;20.23;50.36;1017.51;20.25;13.14;0;1.53;0.48;0.78;147;147
01/09/2024;22:30;20.03;65.91;1017.55;19.87;13.14;0;0.22;0.07;0.07;136;136
01/09/2024;22:40;21.45;47.11;1017.49;19.25;13.13;0;0.6;0.07;0.35;351;351
01/09/2024;22:50;21.59;46.64;1017.53;19;13.13;0;0.77;0.83;0.46;209;207
01/09/2024;23:00;20.85;50.57;1017.48;19.12;13.13;0;0.77;0.07;0.3;118;109
01/09/2024;23:10;19.73;69.07;1017.55;19.25;13.14;0;2.3;2.14;2.47;141;145
01/09/2024;23:20;19.75;64.29;1017.4;19.25;13.13;0;1.75;1.04;1.73;130;131
01/09/2024;23:30;19.76;58.96;1017.37;19.12;13.12;0;0.16;0.07;0.1;160;160
01/09/2024;23:40;19.24;70.9;1017.13;18.75;13.13;0;1.26;1.38;1.18;205;208
01/09/2024;23:50;19.03;72.83;1017.14;18.5;13.11;0;2.08;2.42;2.34;161;166
02/09/2024;00:00;18.77;72.21;1016.96;18.62;13.12;0;1.37;1.52;1.41;174;193
02/09/2024;00:10;18.27;74.45;1017.09;18.5;13.1;0;2.79;1.1;2.09;229;239
02/09/2024;00:20;18.1;74.73;1016.77;18.37;13.1;0;1.97;2.21;1.91;216;217
02/09/2024;00:30;18.46;70.84;1016.55;18.12;13.08;0;2.19;2.14;2.39;178;192
02/09/2024;00:40;18.32;74.65;1016.54;18.12;13.07;0;2.36;2.14;2.22;204;196
02/09/2024;00:50;18.1;75.73;1016.41;17.87;13.09;0;2.14;1.73;2.11;257;262
02/09/2024;01:00;18.12;76.31;1016.2;17.62;13.07;0;2.19;2.07;2.13;286;263
02/09/2024;01:10;18.03;76.96;1016.16;17.37;13.07;0;1.53;1.38;1.24;187;183
02/09/2024;01:20;17.76;77.54;1016.06;17.5;13.06;0;2.36;2.69;2.46;165;170
02/09/2024;01:30;17.72;79.28;1015.86;17.37;13.07;0;2.08;1.52;2.23;152;160
02/09/2024;01:40;17.69;79.89;1015.71;17.25;13.04;0;2.36;2.28;2.46;276;271
02/09/2024;01:50;17.56;78.9;1015.58;17;13.05;0;2.08;0.07;1.48;219;237
02/09/2024;02:00;17.48;81.83;1015.55;16.87;13.05;0;1.04;0.9;0.81;169;163
02/09/2024;02:10;17.5;82.43;1015.55;16.75;13.04;0;1.75;1.66;1.66;221;215
02/09/2024;02:20;17.09;85.15;1015.29;16.62;13.03;0;1.86;1.93;1.99;258;262
02/09/2024;02:30;16.9;83.1;1015.08;16.5;13.03;0;2.19;1.86;2.26;313;315
02/09/2024;02:40;17.41;79;1014.94;16.25;13.04;0;2.14;2.21;1.15;130;209
02/09/2024;02:50;16.87;76.19;1014.87;16.37;13.04;0;3.51;3.66;3.89;129;120
02/09/2024;03:00;17.53;73.39;1014.7;16.37;13.03;0;1.7;1.38;1.5;356;347
02/09/2024;03:10;17.25;75.98;1014.63;16.12;13.03;0;1.1;0.07;0.59;228;253
02/09/2024;03:20;17.19;79.82;1014.45;15.88;13.03;0;1.64;1.93;1.62;165;171
02/09/2024;03:30;17.11;82.77;1014.34;15.88;13.01;0;1.97;0.97;1.68;180;183
02/09/2024;03:40;16.91;83.67;1014.33;16;12.98;0;2.41;1.79;1.67;259;267
02/09/2024;03:50;16.93;83.33;1014.3;15.88;13;0;1.31;0.83;0.84;204;205
02/09/2024;04:00;16.32;86.1;1014.49;15.75;12.99;0;2.19;1.73;1.83;196;184
02/09/2024;04:10;16.32;86.31;1014.49;15.75;12.98;0;2.03;2.28;2.36;240;238
02/09/2024;04:20;16.23;87.24;1014.64;15.63;12.99;0;2.36;2.69;2.54;238;236
02/09/2024;04:30;16.12;86.75;1014.71;15.5;12.97;0;2.41;2.14;2.56;305;292
02/09/2024;04:40;16.58;76.55;1014.78;15.25;12.97;0;1.59;1.31;1.69;313;307
02/09/2024;04:50;16.47;72.36;1014.82;15;12.96;0;0.77;0.14;0.3;276;276
02/09/2024;05:00;16.22;73.73;1014.78;14.75;12.93;0;0.55;0.07;0.26;330;329
02/09/2024;05:10;15.81;77.35;1014.79;14.38;12.95;0;0.22;0.07;0.12;357;357
02/09/2024;05:20;16.52;74.2;1014.9;14.25;12.94;0;1.48;1.59;1.52;337;338
02/09/2024;05:30;16.33;73.61;1014.98;14.38;12.92;0;0.22;0.14;0.13;334;335
02/09/2024;05:40;16.18;83.87;1015.11;14.5;12.93;0;1.21;1.45;1.18;182;182
02/09/2024;05:50;16.06;88.15;1015.27;14.87;12.93;0;1.81;1.38;1.92;213;209
02/09/2024;06:00;15.84;90.17;1015.3;15;12.92;0;1.75;2.21;1.62;249;252
02/09/2024;06:10;15.94;89.37;1015.49;15;12.92;0;0.93;0.14;0.39;201;201
02/09/2024;06:20;16.04;88.49;1015.49;15;12.9;0;1.15;0.9;1.06;299;310
02/09/2024;06:30;16.21;82.8;1015.47;14.87;12.9;0;1.15;0.55;0.98;319;319
02/09/2024;06:40;16.95;80.7;1015.58;16;12.92;16.4;1.75;1.24;1.41;338;329
02/09/2024;06:50;17.23;79.29;1015.7;17.75;12.96;47.1;0.99;0.14;0.53;326;329
02/09/2024;07:00;17.26;79.32;1015.81;20.12;13.03;75.9;1.59;0.76;1.08;271;293
02/09/2024;07:10;17.43;80.16;1015.83;21.75;13.1;108.4;1.81;1.73;1.71;312;325
02/09/2024;07:20;17.08;85.34;1015.88;22.87;13.22;139.6;2.52;1.86;2.17;247;286
02/09/2024;07:30;16.87;85.18;1016.17;23.87;13.4;173.43;1.31;0.9;0.81;188;197
02/09/2024;07:40;18.84;77.58;1016.17;25.5;13.51;213.5;0.71;0.07;0.23;85;207
02/09/2024;07:50;19.79;73.74;1016.31;27;13.56;247.4;1.7;1.79;1.42;349;308
02/09/2024;08:00;19.71;69.15;1016.32;27.75;13.58;265.83;1.53;0.97;0.83;320;292
02/09/2024;08:10;18.53;77.05;1016.43;28.62;13.62;316.97;1.31;1.24;1.09;169;162
02/09/2024;08:20;20.83;65.84;1016.34;29.25;13.65;355.2;1.81;1.17;0.73;356;215
02/09/2024;08:30;21.06;65.67;1016.47;29.87;13.69;392.1;1.97;1.59;1.68;323;325
02/09/2024;08:40;21.28;64.24;1016.42;30.12;13.76;427.3;2.57;2.83;2.17;336;333
02/09/2024;08:50;20.64;62.87;1016.44;30.25;13.8;455.9;2.79;3.04;2.51;322;321
02/09/2024;09:00;21.22;60.01;1016.51;30.5;13.86;483.93;2.85;2.35;2.65;302;317
02/09/2024;09:10;21.42;57.6;1016.52;30.88;13.87;511.17;3.73;3.45;3.54;342;335
02/09/2024;09:20;22.36;56.95;1016.44;31;13.86;542.87;3.45;2.69;3.25;302;327
02/09/2024;09:30;23.11;48.68;1016.69;31.25;13.87;564.23;3.07;3.18;3.31;329;318
02/09/2024;09:40;23.4;49.4;1016.64;31.75;13.89;582.53;3.18;2.9;3.22;320;319
02/09/2024;09:50;23.54;45.92;1016.6;32.38;13.89;608.57;2.85;2.21;2.8;322;311
02/09/2024;10:00;24.33;42.16;1016.65;32.88;13.86;627.83;2.96;2.76;2.87;310;314
02/09/2024;10:10;24.76;41.9;1016.61;32.88;13.89;651.43;2.96;2.35;2.92;314;299
02/09/2024;10:20;24.27;47.1;1016.44;33.13;13.9;674.63;2.85;3.31;3.02;320;310
02/09/2024;10:30;25.12;40.52;1016.43;33.25;13.89;699.83;4.05;4.56;3.39;332;316
02/09/2024;10:40;26.29;37.08;1016.41;33.38;13.9;717.33;3.94;4;2.82;338;328
02/09/2024;10:50;26.14;37.67;1016.52;33.63;13.92;729.93;3.94;2.69;3.94;324;325
02/09/2024;11:00;26.23;41.64;1016.39;33.5;13.92;746.7;4.05;4.42;4;336;319
02/09/2024;11:10;27.37;38.12;1016.22;33.5;13.9;759.13;3.73;4.35;3.78;346;342
02/09/2024;11:20;27.52;33.76;1016.07;33.63;13.92;774.07;2.41;1.93;2.43;9;111
02/09/2024;11:30;27.32;32.89;1015.87;34;13.9;779.63;3.23;3.31;3.27;336;327
02/09/2024;11:40;29.2;31.75;1015.83;34.13;13.91;783.53;3.18;3.87;2.91;312;324
02/09/2024;11:50;29.97;30.16;1015.61;34.38;13.92;783.5;1.75;2.07;1.42;307;249
02/09/2024;12:00;29.41;28.85;1015.37;34.5;13.91;794.23;3.18;1.52;2.24;309;297
02/09/2024;12:10;29.52;32.02;1015.22;34.75;13.91;782.2;2.52;1.24;1.88;313;317
02/09/2024;12:20;30.2;22.87;1015.11;35.13;13.92;755;3.29;2.76;2.92;224;217
02/09/2024;12:30;31.28;20.1;1014.8;35.13;13.92;780.33;4.16;4.21;3.54;159;144
02/09/2024;12:40;31.18;19.33;1014.7;35;13.92;761.77;4.77;1.93;3.14;42;125
02/09/2024;12:50;30.89;20.62;1014.47;35.13;13.92;740.33;5.97;7.39;4.93;171;161
02/09/2024;13:00;30.92;20.95;1014.31;34.75;13.92;723.43;4.82;4.97;4.6;205;220
02/09/2024;13:10;30.84;19.37;1014.09;35;13.93;742.93;4.99;6.63;4.41;152;150
02/09/2024;13:20;30.65;21.21;1013.73;34.88;13.93;730.4;6.19;6.14;6.87;170;169
02/09/2024;13:30;30.17;22.75;1013.44;34.5;13.93;696.27;6.85;6.9;6.71;179;180
02/09/2024;13:40;31.65;16.4;1013.18;34.13;13.93;678.33;10.08;10.84;11.36;172;165
02/09/2024;13:50;31.4;16.9;1013.06;34.25;13.92;639.63;6.68;8.08;6.9;160;167
02/09/2024;14:00;32.56;16.69;1012.86;34.38;13.92;644;7.51;6.07;7.28;168;176
02/09/2024;14:10;31.12;23.14;1012.68;34.5;13.94;604.83;8.16;9.87;8.93;172;168
02/09/2024;14:20;31.88;19.79;1012.53;34.13;13.93;582.27;8.98;9.11;9.39;161;165
02/09/2024;14:30;31.37;17.45;1012.39;34.13;13.94;567.1;7.72;9.11;8.3;157;162
02/09/2024;14:40;31.91;17.9;1012.34;34.13;13.91;478.57;8.87;9.39;9.38;161;164
02/09/2024;14:50;32.09;19.49;1012.32;34.13;13.94;447.17;7.01;5.59;6.56;158;164
02/09/2024;15:00;31.49;17.52;1012.11;34.25;13.92;472.93;7.51;8.35;8.15;164;161
02/09/2024;15:10;31.71;16.51;1012.05;34;13.94;452.93;11.23;9.18;10.64;163;157
02/09/2024;15:20;31.96;17.89;1012.07;34;13.93;395.13;6.46;5.52;6.47;174;186
02/09/2024;15:30;32.02;16.82;1011.81;34.25;13.92;395.73;9.53;10.98;8.91;186;205
02/09/2024;15:40;32.17;17.28;1012.01;34.25;13.93;373.83;6.85;5.94;7.23;179;194
02/09/2024;15:50;32.07;17.24;1011.9;34.13;13.92;319.4;7.4;8.63;7.31;204;202
02/09/2024;16:00;31.92;19.02;1011.82;34;13.93;257.03;7.18;6.01;7.12;229;194
02/09/2024;16:10;32.03;16.44;1011.72;34;13.93;245.13;6.14;6.63;5.53;203;201
02/09/2024;16:20;31.77;16.56;1011.69;34;13.92;187.9;7.51;7.45;7.83;226;222
02/09/2024;16:30;31.78;16.73;1011.75;33.63;13.92;134.6;8.38;6.97;7.92;213;214
02/09/2024;16:40;31.66;17.17;1011.76;33.38;13.92;92.07;6.41;7.59;6.8;216;216
02/09/2024;16:50;31.63;17.51;1011.82;33.13;13.92;89.13;5.42;5.73;5.83;214;213
02/09/2024;17:00;31.47;16.99;1011.78;32.75;13.77;54.13;5.26;6.35;5.92;211;213
02/09/2024;17:10;31.38;17.17;1011.81;32.5;13.6;39.47;4.38;4.14;4.98;221;222
02/09/2024;17:20;31.29;17.5;1011.85;32.25;13.4;18.97;4.16;4.42;4.6;233;232
02/09/2024;17:30;30.88;17.8;1011.8;31.87;13.3;0;3.07;3.31;3.37;240;239
02/09/2024;17:40;30.35;19.67;1011.88;31.25;13.29;0;2.74;2;2.63;246;248
02/09/2024;17:50;29.81;20.52;1012.02;30.5;13.25;0;1.31;0.55;0.95;281;274
02/09/2024;18:00;29.53;20.1;1012.04;29.5;13.25;0;0.66;0.55;0.18;113;136
02/09/2024;18:10;29.46;19.39;1012.23;29;13.25;0;1.1;0;0.02;108;118
02/09/2024;18:20;29.89;19.77;1012.29;28.62;13.24;0;2.3;2.48;1.98;114;100
02/09/2024;18:30;29.7;20.02;1012.36;28.62;13.22;0;3.12;3.66;3.65;113;113
02/09/2024;18:40;29.33;20.66;1012.43;28.75;13.23;0;2.36;2.55;2.78;133;130
02/09/2024;18:50;28.52;21.9;1012.53;28.5;13.23;0;2.63;2.62;2.62;100;102
02/09/2024;19:00;28.6;22.21;1012.67;28.12;13.23;0;2.52;2.48;2.78;110;120
02/09/2024;19:10;27.22;28.45;1012.87;27.87;13.21;0;1.97;1.45;1.59;145;131
02/09/2024;19:20;26.9;29.42;1012.96;27;13.2;0;2.14;1.79;2.2;279;270
02/09/2024;19:30;26.87;28.92;1013.2;26.5;13.18;0;1.31;1.17;1.44;237;230
02/09/2024;19:40;27.19;27.62;1013.23;26;13.2;0;0.55;0.35;0.48;221;220
02/09/2024;19:50;26.35;29.35;1013.36;25.5;13.18;0;0.93;1.17;0.98;354;354
02/09/2024;20:00;26.53;27.73;1013.53;25.25;13.18;0;2.08;2.21;2.22;358;277
02/09/2024;20:10;27.21;25.65;1013.69;25.25;13.22;0;1.26;0.55;0.66;12;64
02/09/2024;20:20;26.57;27.28;1013.78;25.25;13.21;0;1.1;1.17;1.04;27;36
02/09/2024;20:30;26.66;25.92;1013.92;25;13.2;0;0.44;0.14;0.13;71;59
02/09/2024;20:40;25.73;30.53;1014;24.87;13.18;0;2.41;2.76;2.52;142;139
02/09/2024;20:50;25.7;27.92;1014.1;24.87;13.18;0;2.19;2.21;2.38;119;124
02/09/2024;21:00;25.51;29.62;1014.21;24.87;13.18;0;2.3;2.28;2.47;126;130
02/09/2024;21:10;26.03;28.17;1014.19;24.87;13.18;0;3.51;4.69;4.05;131;123
02/09/2024;21:20;22.49;47.89;1014.43;25.12;13.18;0;5.59;4.69;4.26;215;177
02/09/2024;21:30;24.78;32.55;1014.33;25;13.19;0;3.78;3.59;3.12;110;133
02/09/2024;21:40;24.51;34.23;1014.21;24.5;13.18;0;3.94;4.07;4.02;123;132
